"state","Area","latitude","longitude","year","trips","night"
"TAS","East Coast",-41.5,148.5,"2004",381,1080
"TAS","East Coast",-41.5,148.5,"2005",364,887
"TAS","East Coast",-41.5,148.5,"2006",343,974
"TAS","East Coast",-41.5,148.5,"2007",310,922
"TAS","East Coast",-41.5,148.5,"2008",330,1280
"TAS","East Coast",-41.5,148.5,"2009",287,778
"TAS","East Coast",-41.5,148.5,"2010",271,821
"TAS","East Coast",-41.5,148.5,"2011",283,792
"TAS","East Coast",-41.5,148.5,"2012",288,816
"TAS","East Coast",-41.5,148.5,"2013",277,792
"TAS","East Coast",-41.5,148.5,"2014",377,1221
"TAS","East Coast",-41.5,148.5,"2015",334,979
"TAS","East Coast",-41.5,148.5,"2016",388,1130
"TAS","East Coast",-41.5,148.5,"2017",397,1050
"TAS","East Coast",-41.5,148.5,"2018",450,1230
"TAS","East Coast",-41.5,148.5,"2019",542,1586
"TAS","East Coast",-41.5,148.5,"2020",409,1283
"TAS","East Coast",-41.5,148.5,"2021",549,1638
"TAS","East Coast",-41.5,148.5,"2022",471,1439
"TAS","East Coast",-41.5,148.5,"2023",396,1090
"TAS","East Coast",-41.5,148.5,"2024",397,1049
"TAS","Launceston and the North",-41.4332,147.1441,"2001",656,2077
"TAS","Launceston and the North",-41.4332,147.1441,"2002",591,1662
"TAS","Launceston and the North",-41.4332,147.1441,"2003",709,2062
"TAS","Launceston and the North",-41.4332,147.1441,"2004",753,2129
"TAS","Launceston and the North",-41.4332,147.1441,"2005",726,1937
"TAS","Launceston and the North",-41.4332,147.1441,"2006",643,1903
"TAS","Launceston and the North",-41.4332,147.1441,"2007",697,2305
"TAS","Launceston and the North",-41.4332,147.1441,"2008",731,2244
"TAS","Launceston and the North",-41.4332,147.1441,"2009",616,1799
"TAS","Launceston and the North",-41.4332,147.1441,"2010",628,1917
"TAS","Launceston and the North",-41.4332,147.1441,"2011",592,1918
"TAS","Launceston and the North",-41.4332,147.1441,"2012",638,1915
"TAS","Launceston and the North",-41.4332,147.1441,"2013",725,1944
"TAS","Launceston and the North",-41.4332,147.1441,"2014",628,1661
"TAS","Launceston and the North",-41.4332,147.1441,"2015",700,1978
"TAS","Launceston and the North",-41.4332,147.1441,"2016",669,1966
"TAS","Launceston and the North",-41.4332,147.1441,"2017",827,2176
"TAS","Launceston and the North",-41.4332,147.1441,"2018",871,2469
"TAS","Launceston and the North",-41.4332,147.1441,"2019",882,2509
"TAS","Launceston and the North",-41.4332,147.1441,"2020",792,2281
"TAS","Launceston and the North",-41.4332,147.1441,"2021",802,2379
"TAS","Launceston and the North",-41.4332,147.1441,"2022",885,2486
"TAS","Launceston and the North",-41.4332,147.1441,"2023",909,2739
"TAS","Launceston and the North",-41.4332,147.1441,"2024",1013,2990
"TAS","North West",-41,145,"2001",461,1315
"TAS","North West",-41,145,"2002",402,1261
"TAS","North West",-41,145,"2003",471,1652
"TAS","North West",-41,145,"2004",524,2037
"TAS","North West",-41,145,"2005",462,1419
"TAS","North West",-41,145,"2006",409,1491
"TAS","North West",-41,145,"2007",407,1367
"TAS","North West",-41,145,"2008",488,1456
"TAS","North West",-41,145,"2009",404,1379
"TAS","North West",-41,145,"2010",418,1394
"TAS","North West",-41,145,"2011",374,1122
"TAS","North West",-41,145,"2012",385,1279
"TAS","North West",-41,145,"2013",390,1243
"TAS","North West",-41,145,"2014",469,1760
"TAS","North West",-41,145,"2015",467,1603
"TAS","North West",-41,145,"2016",543,1991
"TAS","North West",-41,145,"2017",531,1916
"TAS","North West",-41,145,"2018",642,2323
"TAS","North West",-41,145,"2019",538,1705
"TAS","North West",-41,145,"2020",480,1588
"TAS","North West",-41,145,"2021",537,1527
"TAS","North West",-41,145,"2022",470,1391
"TAS","North West",-41,145,"2023",665,1850
"TAS","North West",-41,145,"2024",653,2082
"TAS","West Coast",-42.4,145,"2001",217,461
"TAS","West Coast",-42.4,145,"2002",140,304
"TAS","West Coast",-42.4,145,"2003",169,386
"TAS","West Coast",-42.4,145,"2004",221,448
"TAS","West Coast",-42.4,145,"2005",180,416
"TAS","West Coast",-42.4,145,"2006",171,411
"TAS","West Coast",-42.4,145,"2007",141,296
"TAS","West Coast",-42.4,145,"2008",199,465
"TAS","West Coast",-42.4,145,"2009",134,307
"TAS","West Coast",-42.4,145,"2010",182,430
"TAS","West Coast",-42.4,145,"2011",126,347
"TAS","West Coast",-42.4,145,"2012",103,268
"TAS","West Coast",-42.4,145,"2013",129,335
"TAS","West Coast",-42.4,145,"2014",161,353
"TAS","West Coast",-42.4,145,"2015",136,393
"TAS","West Coast",-42.4,145,"2016",147,356
"TAS","West Coast",-42.4,145,"2017",142,436
"TAS","West Coast",-42.4,145,"2018",171,387
"TAS","West Coast",-42.4,145,"2019",205,579
"TAS","West Coast",-42.4,145,"2020",135,608
"TAS","West Coast",-42.4,145,"2021",154,356
"TAS","West Coast",-42.4,145,"2022",155,492
"TAS","West Coast",-42.4,145,"2023",193,476
"TAS","West Coast",-42.4,145,"2024",212,561
"NT","Darwin",-12.4634,130.8456,"2001",586,3463
"NT","Darwin",-12.4634,130.8456,"2002",421,2141
"NT","Darwin",-12.4634,130.8456,"2003",472,3343
"NT","Darwin",-12.4634,130.8456,"2004",430,2667
"NT","Darwin",-12.4634,130.8456,"2005",541,3068
"NT","Darwin",-12.4634,130.8456,"2006",508,2786
"NT","Darwin",-12.4634,130.8456,"2007",559,3956
"NT","Darwin",-12.4634,130.8456,"2008",533,3029
"NT","Darwin",-12.4634,130.8456,"2009",576,3135
"NT","Darwin",-12.4634,130.8456,"2010",564,3375
"NT","Darwin",-12.4634,130.8456,"2011",476,2638
"NT","Darwin",-12.4634,130.8456,"2012",520,3152
"NT","Darwin",-12.4634,130.8456,"2013",492,2528
"NT","Darwin",-12.4634,130.8456,"2014",575,2740
"NT","Darwin",-12.4634,130.8456,"2015",723,4068
"NT","Darwin",-12.4634,130.8456,"2016",725,3845
"NT","Darwin",-12.4634,130.8456,"2017",711,4285
"NT","Darwin",-12.4634,130.8456,"2018",685,4098
"NT","Darwin",-12.4634,130.8456,"2019",777,4185
"NT","Darwin",-12.4634,130.8456,"2020",569,3213
"NT","Darwin",-12.4634,130.8456,"2021",474,2330
"NT","Darwin",-12.4634,130.8456,"2022",597,3934
"NT","Darwin",-12.4634,130.8456,"2023",754,3524
"NT","Darwin",-12.4634,130.8456,"2024",627,3293
"NT","Alice Springs",-23.698,133.8807,"2001",277,1613
"NT","Alice Springs",-23.698,133.8807,"2002",253,914
"NT","Alice Springs",-23.698,133.8807,"2003",260,1357
"NT","Alice Springs",-23.698,133.8807,"2004",216,881
"NT","Alice Springs",-23.698,133.8807,"2005",240,1048
"NT","Alice Springs",-23.698,133.8807,"2006",269,1357
"NT","Alice Springs",-23.698,133.8807,"2007",237,1394
"NT","Alice Springs",-23.698,133.8807,"2008",211,924
"NT","Alice Springs",-23.698,133.8807,"2009",235,1093
"NT","Alice Springs",-23.698,133.8807,"2010",220,1011
"NT","Alice Springs",-23.698,133.8807,"2011",231,926
"NT","Alice Springs",-23.698,133.8807,"2012",206,969
"NT","Alice Springs",-23.698,133.8807,"2013",167,681
"NT","Alice Springs",-23.698,133.8807,"2014",226,890
"NT","Alice Springs",-23.698,133.8807,"2015",272,1140
"NT","Alice Springs",-23.698,133.8807,"2016",295,1207
"NT","Alice Springs",-23.698,133.8807,"2017",317,1304
"NT","Alice Springs",-23.698,133.8807,"2018",262,1578
"NT","Alice Springs",-23.698,133.8807,"2019",283,942
"NT","Alice Springs",-23.698,133.8807,"2020",260,1057
"NT","Alice Springs",-23.698,133.8807,"2021",182,988
"NT","Alice Springs",-23.698,133.8807,"2022",176,655
"NT","Alice Springs",-23.698,133.8807,"2023",225,1078
"NT","Alice Springs",-23.698,133.8807,"2024",260,869
"NT","Litchfield Kakadu Arnhem",-13,132,"2001",185,764
"NT","Litchfield Kakadu Arnhem",-13,132,"2002",235,1035
"NT","Litchfield Kakadu Arnhem",-13,132,"2003",154,418
"NT","Litchfield Kakadu Arnhem",-13,132,"2004",199,683
"NT","Litchfield Kakadu Arnhem",-13,132,"2005",222,692
"NT","Litchfield Kakadu Arnhem",-13,132,"2006",172,748
"NT","Litchfield Kakadu Arnhem",-13,132,"2007",214,825
"NT","Litchfield Kakadu Arnhem",-13,132,"2008",235,733
"NT","Litchfield Kakadu Arnhem",-13,132,"2009",214,801
"NT","Litchfield Kakadu Arnhem",-13,132,"2010",164,525
"NT","Litchfield Kakadu Arnhem",-13,132,"2011",140,431
"NT","Litchfield Kakadu Arnhem",-13,132,"2012",159,563
"NT","Litchfield Kakadu Arnhem",-13,132,"2013",159,538
"NT","Litchfield Kakadu Arnhem",-13,132,"2014",204,597
"NT","Litchfield Kakadu Arnhem",-13,132,"2015",298,1569
"NT","Litchfield Kakadu Arnhem",-13,132,"2016",252,1053
"NT","Litchfield Kakadu Arnhem",-13,132,"2017",286,1053
"NT","Litchfield Kakadu Arnhem",-13,132,"2018",243,881
"NT","Litchfield Kakadu Arnhem",-13,132,"2019",393,1431
"NT","Litchfield Kakadu Arnhem",-13,132,"2020",235,800
"NT","Litchfield Kakadu Arnhem",-13,132,"2021",291,1079
"NT","Litchfield Kakadu Arnhem",-13,132,"2022",315,1115
"NT","Litchfield Kakadu Arnhem",-13,132,"2023",273,1082
"NT","Litchfield Kakadu Arnhem",-13,132,"2024",226,966
"NT","Katherine Daly",-14.4667,132.2667,"2001",226,864
"NT","Katherine Daly",-14.4667,132.2667,"2002",299,1315
"NT","Katherine Daly",-14.4667,132.2667,"2003",227,1097
"NT","Katherine Daly",-14.4667,132.2667,"2004",230,756
"NT","Katherine Daly",-14.4667,132.2667,"2005",246,886
"NT","Katherine Daly",-14.4667,132.2667,"2006",219,673
"NT","Katherine Daly",-14.4667,132.2667,"2007",231,718
"NT","Katherine Daly",-14.4667,132.2667,"2008",216,942
"NT","Katherine Daly",-14.4667,132.2667,"2009",198,746
"NT","Katherine Daly",-14.4667,132.2667,"2010",160,518
"NT","Katherine Daly",-14.4667,132.2667,"2011",193,765
"NT","Katherine Daly",-14.4667,132.2667,"2012",222,797
"NT","Katherine Daly",-14.4667,132.2667,"2013",180,1063
"NT","Katherine Daly",-14.4667,132.2667,"2014",235,821
"NT","Katherine Daly",-14.4667,132.2667,"2015",250,774
"NT","Katherine Daly",-14.4667,132.2667,"2016",351,1343
"NT","Katherine Daly",-14.4667,132.2667,"2017",309,1008
"NT","Katherine Daly",-14.4667,132.2667,"2018",289,1418
"NT","Katherine Daly",-14.4667,132.2667,"2019",266,1110
"NT","Katherine Daly",-14.4667,132.2667,"2020",310,1079
"NT","Katherine Daly",-14.4667,132.2667,"2021",237,684
"NT","Katherine Daly",-14.4667,132.2667,"2022",283,1075
"NT","Katherine Daly",-14.4667,132.2667,"2023",351,1141
"NT","Katherine Daly",-14.4667,132.2667,"2024",243,845
"NT","Lasseter",-25,130,"2001",157,432
"NT","Lasseter",-25,130,"2002",143,411
"NT","Lasseter",-25,130,"2003",159,478
"NT","Lasseter",-25,130,"2004",135,371
"NT","Lasseter",-25,130,"2005",144,433
"NT","Lasseter",-25,130,"2006",153,458
"NT","Lasseter",-25,130,"2007",113,350
"NT","Lasseter",-25,130,"2008",162,578
"NT","Lasseter",-25,130,"2009",155,496
"NT","Lasseter",-25,130,"2010",151,558
"NT","Lasseter",-25,130,"2011",151,603
"NT","Lasseter",-25,130,"2012",110,345
"NT","Lasseter",-25,130,"2013",131,580
"NT","Lasseter",-25,130,"2014",153,471
"NT","Lasseter",-25,130,"2015",184,580
"NT","Lasseter",-25,130,"2016",215,668
"NT","Lasseter",-25,130,"2017",211,841
"NT","Lasseter",-25,130,"2018",210,652
"NT","Lasseter",-25,130,"2019",226,803
"NT","Lasseter",-25,130,"2020",187,586
"NT","Lasseter",-25,130,"2021",144,618
"NT","Lasseter",-25,130,"2022",170,685
"NT","Lasseter",-25,130,"2023",197,826
"NT","Lasseter",-25,130,"2024",172,632
"NSW","ACT",-35.2809,149.13,"2001",1977,5347
"NSW","ACT",-35.2809,149.13,"2002",2088,5857
"NSW","ACT",-35.2809,149.13,"2003",1812,4950
"NSW","ACT",-35.2809,149.13,"2004",2104,5577
"NSW","ACT",-35.2809,149.13,"2005",1919,5159
"NSW","ACT",-35.2809,149.13,"2006",2004,5585
"NSW","ACT",-35.2809,149.13,"2007",1880,5949
"NSW","ACT",-35.2809,149.13,"2008",1939,5273
"NSW","ACT",-35.2809,149.13,"2009",1896,5020
"NSW","ACT",-35.2809,149.13,"2010",2012,5551
"NSW","ACT",-35.2809,149.13,"2011",1751,4683
"NSW","ACT",-35.2809,149.13,"2012",1879,5049
"NSW","ACT",-35.2809,149.13,"2013",2049,6233
"NSW","ACT",-35.2809,149.13,"2014",2180,5395
"NSW","ACT",-35.2809,149.13,"2015",2219,6124
"NSW","ACT",-35.2809,149.13,"2016",2518,6413
"NSW","ACT",-35.2809,149.13,"2017",2654,6708
"NSW","ACT",-35.2809,149.13,"2018",2765,7242
"NSW","ACT",-35.2809,149.13,"2019",2904,7611
"NSW","ACT",-35.2809,149.13,"2020",2485,7421
"NSW","ACT",-35.2809,149.13,"2021",2204,5976
"NSW","ACT",-35.2809,149.13,"2022",1876,5536
"NSW","ACT",-35.2809,149.13,"2023",3107,8495
"NSW","ACT",-35.2809,149.13,"2024",3123,8548
"QLD","Adelaide",-34.9285,138.6007,"2001",NA,7972
"QLD","Adelaide",-34.9285,138.6007,"2002",NA,8535
"QLD","Adelaide",-34.9285,138.6007,"2003",NA,8378
"QLD","Adelaide",-34.9285,138.6007,"2004",NA,8494
"QLD","Adelaide",-34.9285,138.6007,"2005",NA,8339
"QLD","Adelaide",-34.9285,138.6007,"2006",NA,7668
"QLD","Adelaide",-34.9285,138.6007,"2007",NA,7908
"QLD","Adelaide",-34.9285,138.6007,"2008",NA,8020
"QLD","Adelaide",-34.9285,138.6007,"2009",NA,7368
"QLD","Adelaide",-34.9285,138.6007,"2010",NA,8021
"QLD","Adelaide",-34.9285,138.6007,"2011",NA,7066
"QLD","Adelaide",-34.9285,138.6007,"2012",NA,6911
"QLD","Adelaide",-34.9285,138.6007,"2013",NA,7212
"QLD","Adelaide",-34.9285,138.6007,"2014",NA,8694
"QLD","Adelaide",-34.9285,138.6007,"2015",NA,7640
"QLD","Adelaide",-34.9285,138.6007,"2016",NA,8471
"QLD","Adelaide",-34.9285,138.6007,"2017",NA,8286
"QLD","Adelaide",-34.9285,138.6007,"2018",NA,9786
"QLD","Adelaide",-34.9285,138.6007,"2019",NA,10346
"QLD","Adelaide",-34.9285,138.6007,"2020",NA,8501
"QLD","Adelaide",-34.9285,138.6007,"2021",NA,7560
"QLD","Adelaide",-34.9285,138.6007,"2022",NA,7156
"QLD","Adelaide",-34.9285,138.6007,"2023",NA,10316
"QLD","Adelaide",-34.9285,138.6007,"2024",NA,11461
"QLD","Adelaide Hills",-34.95,138.75,"2001",NA,174
"QLD","Adelaide Hills",-34.95,138.75,"2002",NA,166
"QLD","Adelaide Hills",-34.95,138.75,"2003",NA,323
"QLD","Adelaide Hills",-34.95,138.75,"2004",NA,460
"QLD","Adelaide Hills",-34.95,138.75,"2005",NA,300
"QLD","Adelaide Hills",-34.95,138.75,"2006",NA,288
"QLD","Adelaide Hills",-34.95,138.75,"2007",NA,244
"QLD","Adelaide Hills",-34.95,138.75,"2008",NA,244
"QLD","Adelaide Hills",-34.95,138.75,"2009",NA,276
"QLD","Adelaide Hills",-34.95,138.75,"2010",NA,264
"QLD","Adelaide Hills",-34.95,138.75,"2011",NA,403
"QLD","Adelaide Hills",-34.95,138.75,"2012",NA,333
"QLD","Adelaide Hills",-34.95,138.75,"2013",NA,403
"QLD","Adelaide Hills",-34.95,138.75,"2014",NA,391
"QLD","Adelaide Hills",-34.95,138.75,"2015",NA,344
"QLD","Adelaide Hills",-34.95,138.75,"2016",NA,375
"QLD","Adelaide Hills",-34.95,138.75,"2017",NA,591
"QLD","Adelaide Hills",-34.95,138.75,"2018",NA,608
"QLD","Adelaide Hills",-34.95,138.75,"2019",NA,537
"QLD","Adelaide Hills",-34.95,138.75,"2020",NA,290
"QLD","Adelaide Hills",-34.95,138.75,"2021",NA,557
"QLD","Adelaide Hills",-34.95,138.75,"2022",NA,309
"QLD","Adelaide Hills",-34.95,138.75,"2023",NA,518
"QLD","Adelaide Hills",-34.95,138.75,"2024",NA,365
"QLD","Barossa",-34.528,138.961,"2001",NA,537
"QLD","Barossa",-34.528,138.961,"2002",NA,503
"QLD","Barossa",-34.528,138.961,"2003",NA,443
"QLD","Barossa",-34.528,138.961,"2004",NA,547
"QLD","Barossa",-34.528,138.961,"2005",NA,409
"QLD","Barossa",-34.528,138.961,"2006",NA,498
"QLD","Barossa",-34.528,138.961,"2007",NA,465
"QLD","Barossa",-34.528,138.961,"2008",NA,450
"QLD","Barossa",-34.528,138.961,"2009",NA,441
"QLD","Barossa",-34.528,138.961,"2010",NA,427
"QLD","Barossa",-34.528,138.961,"2011",NA,434
"QLD","Barossa",-34.528,138.961,"2012",NA,420
"QLD","Barossa",-34.528,138.961,"2013",NA,551
"QLD","Barossa",-34.528,138.961,"2014",NA,404
"QLD","Barossa",-34.528,138.961,"2015",NA,529
"QLD","Barossa",-34.528,138.961,"2016",NA,306
"QLD","Barossa",-34.528,138.961,"2017",NA,607
"QLD","Barossa",-34.528,138.961,"2018",NA,507
"QLD","Barossa",-34.528,138.961,"2019",NA,599
"QLD","Barossa",-34.528,138.961,"2020",NA,486
"QLD","Barossa",-34.528,138.961,"2021",NA,624
"QLD","Barossa",-34.528,138.961,"2022",NA,676
"QLD","Barossa",-34.528,138.961,"2023",NA,699
"QLD","Barossa",-34.528,138.961,"2024",NA,743
"QLD","Clare Valley",-33.8333,138.6121,"2001",NA,348
"QLD","Clare Valley",-33.8333,138.6121,"2002",NA,279
"QLD","Clare Valley",-33.8333,138.6121,"2003",NA,424
"QLD","Clare Valley",-33.8333,138.6121,"2004",NA,327
"QLD","Clare Valley",-33.8333,138.6121,"2005",NA,366
"QLD","Clare Valley",-33.8333,138.6121,"2006",NA,498
"QLD","Clare Valley",-33.8333,138.6121,"2007",NA,352
"QLD","Clare Valley",-33.8333,138.6121,"2008",NA,312
"QLD","Clare Valley",-33.8333,138.6121,"2009",NA,317
"QLD","Clare Valley",-33.8333,138.6121,"2010",NA,338
"QLD","Clare Valley",-33.8333,138.6121,"2011",NA,355
"QLD","Clare Valley",-33.8333,138.6121,"2012",NA,316
"QLD","Clare Valley",-33.8333,138.6121,"2013",NA,443
"QLD","Clare Valley",-33.8333,138.6121,"2014",NA,270
"QLD","Clare Valley",-33.8333,138.6121,"2015",NA,415
"QLD","Clare Valley",-33.8333,138.6121,"2016",NA,412
"QLD","Clare Valley",-33.8333,138.6121,"2017",NA,413
"QLD","Clare Valley",-33.8333,138.6121,"2018",NA,386
"QLD","Clare Valley",-33.8333,138.6121,"2019",NA,374
"QLD","Clare Valley",-33.8333,138.6121,"2020",NA,547
"QLD","Clare Valley",-33.8333,138.6121,"2021",NA,604
"QLD","Clare Valley",-33.8333,138.6121,"2022",NA,534
"QLD","Clare Valley",-33.8333,138.6121,"2023",NA,363
"QLD","Clare Valley",-33.8333,138.6121,"2024",NA,568
"QLD","Eyre Peninsula",-34,135,"2001",NA,1697
"QLD","Eyre Peninsula",-34,135,"2002",NA,1381
"QLD","Eyre Peninsula",-34,135,"2003",NA,2086
"QLD","Eyre Peninsula",-34,135,"2004",NA,2152
"QLD","Eyre Peninsula",-34,135,"2005",NA,1346
"QLD","Eyre Peninsula",-34,135,"2006",NA,1681
"QLD","Eyre Peninsula",-34,135,"2007",NA,1327
"QLD","Eyre Peninsula",-34,135,"2008",NA,1529
"QLD","Eyre Peninsula",-34,135,"2009",NA,1694
"QLD","Eyre Peninsula",-34,135,"2010",NA,1317
"QLD","Eyre Peninsula",-34,135,"2011",NA,1442
"QLD","Eyre Peninsula",-34,135,"2012",NA,1690
"QLD","Eyre Peninsula",-34,135,"2013",NA,1384
"QLD","Eyre Peninsula",-34,135,"2014",NA,1384
"QLD","Eyre Peninsula",-34,135,"2015",NA,1856
"QLD","Eyre Peninsula",-34,135,"2016",NA,1413
"QLD","Eyre Peninsula",-34,135,"2017",NA,1727
"QLD","Eyre Peninsula",-34,135,"2018",NA,1403
"QLD","Eyre Peninsula",-34,135,"2019",NA,2384
"QLD","Eyre Peninsula",-34,135,"2020",NA,1534
"QLD","Eyre Peninsula",-34,135,"2021",NA,2074
"QLD","Eyre Peninsula",-34,135,"2022",NA,1669
"QLD","Eyre Peninsula",-34,135,"2023",NA,2055
"QLD","Eyre Peninsula",-34,135,"2024",NA,1557
"QLD","Fleurieu Peninsula",-35.356,138.62,"2001",NA,1623
"QLD","Fleurieu Peninsula",-35.356,138.62,"2002",NA,1623
"QLD","Fleurieu Peninsula",-35.356,138.62,"2003",NA,1793
"QLD","Fleurieu Peninsula",-35.356,138.62,"2004",NA,1687
"QLD","Fleurieu Peninsula",-35.356,138.62,"2005",NA,1456
"QLD","Fleurieu Peninsula",-35.356,138.62,"2006",NA,1815
"QLD","Fleurieu Peninsula",-35.356,138.62,"2007",NA,1898
"QLD","Fleurieu Peninsula",-35.356,138.62,"2008",NA,1821
"QLD","Fleurieu Peninsula",-35.356,138.62,"2009",NA,1394
"QLD","Fleurieu Peninsula",-35.356,138.62,"2010",NA,1405
"QLD","Fleurieu Peninsula",-35.356,138.62,"2011",NA,2104
"QLD","Fleurieu Peninsula",-35.356,138.62,"2012",NA,1928
"QLD","Fleurieu Peninsula",-35.356,138.62,"2013",NA,1857
"QLD","Fleurieu Peninsula",-35.356,138.62,"2014",NA,1950
"QLD","Fleurieu Peninsula",-35.356,138.62,"2015",NA,1729
"QLD","Fleurieu Peninsula",-35.356,138.62,"2016",NA,2046
"QLD","Fleurieu Peninsula",-35.356,138.62,"2017",NA,2012
"QLD","Fleurieu Peninsula",-35.356,138.62,"2018",NA,2176
"QLD","Fleurieu Peninsula",-35.356,138.62,"2019",NA,2396
"QLD","Fleurieu Peninsula",-35.356,138.62,"2020",NA,2108
"QLD","Fleurieu Peninsula",-35.356,138.62,"2021",NA,2751
"QLD","Fleurieu Peninsula",-35.356,138.62,"2022",NA,2446
"QLD","Fleurieu Peninsula",-35.356,138.62,"2023",NA,2425
"QLD","Fleurieu Peninsula",-35.356,138.62,"2024",NA,1848
"QLD","Limestone Coast",-37.1333,140.7667,"2001",NA,1400
"QLD","Limestone Coast",-37.1333,140.7667,"2002",NA,1545
"QLD","Limestone Coast",-37.1333,140.7667,"2003",NA,1315
"QLD","Limestone Coast",-37.1333,140.7667,"2004",NA,1352
"QLD","Limestone Coast",-37.1333,140.7667,"2005",NA,1503
"QLD","Limestone Coast",-37.1333,140.7667,"2006",NA,1468
"QLD","Limestone Coast",-37.1333,140.7667,"2007",NA,1372
"QLD","Limestone Coast",-37.1333,140.7667,"2008",NA,1336
"QLD","Limestone Coast",-37.1333,140.7667,"2009",NA,1315
"QLD","Limestone Coast",-37.1333,140.7667,"2010",NA,1280
"QLD","Limestone Coast",-37.1333,140.7667,"2011",NA,1426
"QLD","Limestone Coast",-37.1333,140.7667,"2012",NA,1504
"QLD","Limestone Coast",-37.1333,140.7667,"2013",NA,1220
"QLD","Limestone Coast",-37.1333,140.7667,"2014",NA,1206
"QLD","Limestone Coast",-37.1333,140.7667,"2015",NA,1598
"QLD","Limestone Coast",-37.1333,140.7667,"2016",NA,1595
"QLD","Limestone Coast",-37.1333,140.7667,"2017",NA,1634
"QLD","Limestone Coast",-37.1333,140.7667,"2018",NA,1704
"QLD","Limestone Coast",-37.1333,140.7667,"2019",NA,1911
"QLD","Limestone Coast",-37.1333,140.7667,"2020",NA,1538
"QLD","Limestone Coast",-37.1333,140.7667,"2021",NA,1915
"QLD","Limestone Coast",-37.1333,140.7667,"2022",NA,1762
"QLD","Limestone Coast",-37.1333,140.7667,"2023",NA,1741
"QLD","Limestone Coast",-37.1333,140.7667,"2024",NA,2066
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2001",NA,888
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2002",NA,909
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2003",NA,994
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2004",NA,789
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2005",NA,825
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2006",NA,824
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2007",NA,607
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2008",NA,593
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2009",NA,518
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2010",NA,623
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2011",NA,615
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2012",NA,651
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2013",NA,800
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2014",NA,624
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2015",NA,942
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2016",NA,768
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2017",NA,645
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2018",NA,830
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2019",NA,1147
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2020",NA,899
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2021",NA,914
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2022",NA,1021
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2023",NA,921
"QLD","Murray River, Lakes and Coorong",-35.1192,139.2527,"2024",NA,715
"QLD","Riverland",-34,140.5,"2001",NA,1159
"QLD","Riverland",-34,140.5,"2002",NA,634
"QLD","Riverland",-34,140.5,"2003",NA,1041
"QLD","Riverland",-34,140.5,"2004",NA,1345
"QLD","Riverland",-34,140.5,"2005",NA,998
"QLD","Riverland",-34,140.5,"2006",NA,878
"QLD","Riverland",-34,140.5,"2007",NA,968
"QLD","Riverland",-34,140.5,"2008",NA,813
"QLD","Riverland",-34,140.5,"2009",NA,814
"QLD","Riverland",-34,140.5,"2010",NA,763
"QLD","Riverland",-34,140.5,"2011",NA,791
"QLD","Riverland",-34,140.5,"2012",NA,814
"QLD","Riverland",-34,140.5,"2013",NA,810
"QLD","Riverland",-34,140.5,"2014",NA,885
"QLD","Riverland",-34,140.5,"2015",NA,989
"QLD","Riverland",-34,140.5,"2016",NA,1017
"QLD","Riverland",-34,140.5,"2017",NA,963
"QLD","Riverland",-34,140.5,"2018",NA,1235
"QLD","Riverland",-34,140.5,"2019",NA,1072
"QLD","Riverland",-34,140.5,"2020",NA,1013
"QLD","Riverland",-34,140.5,"2021",NA,1079
"QLD","Riverland",-34,140.5,"2022",NA,982
"QLD","Riverland",-34,140.5,"2023",NA,1016
"QLD","Riverland",-34,140.5,"2024",NA,902
"QLD","Yorke Peninsula",-34.4,137.5,"2001",NA,1235
"QLD","Yorke Peninsula",-34.4,137.5,"2002",NA,1484
"QLD","Yorke Peninsula",-34.4,137.5,"2003",NA,1666
"QLD","Yorke Peninsula",-34.4,137.5,"2004",NA,1704
"QLD","Yorke Peninsula",-34.4,137.5,"2005",NA,1566
"QLD","Yorke Peninsula",-34.4,137.5,"2006",NA,1370
"QLD","Yorke Peninsula",-34.4,137.5,"2007",NA,1516
"QLD","Yorke Peninsula",-34.4,137.5,"2008",NA,1697
